name,prefix,zone
Afghanistan_93,93,1179
Afghanistan-Mobile AWCC_9370,9370,1180
Afghanistan-Mobile Etisalat_9378,9378,1181
Afghanistan-Mobile MTN_9377,9377,1182
Afghanistan-Mobile Others_937,937,1183
Afghanistan-Mobile Others_9375,9375,1183
Afghanistan-Mobile Roshan_9372,9372,1184
Afghanistan-Mobile Roshan_9379,9379,1184
Albania_355,355,1185
Albania-Fixed AMC_35521160,35521160,2375
Albania-Fixed AMC_35521161,35521161,2375
Albania-Fixed AMC_35521250,35521250,2375
Albania-Fixed AMC_35521340,35521340,2375
Albania-Fixed AMC_35521440,35521440,2375
Albania-Fixed AMC_3552155,3552155,2375
Albania-Fixed AMC_35521650,35521650,2375
Albania-Fixed AMC_35521651,35521651,2375
Albania-Fixed AMC_35521740,35521740,2375
Albania-Fixed AMC_35521741,35521741,2375
Albania-Fixed AMC_3552185,3552185,2375
Albania-Fixed AMC_35521940,35521940,2375
Albania-Fixed AMC_35522530,35522530,2375
Albania-Fixed AMC_35522540,35522540,2375
Albania-Fixed AMC_35524401,35524401,2375
Albania-Fixed AMC_35524402,35524402,2375
Albania-Fixed AMC_35524403,35524403,2375
Albania-Fixed AMC_35524404,35524404,2375
Albania-Fixed AMC_35524405,35524405,2375
Albania-Fixed AMC_35524406,35524406,2375
Albania-Fixed AMC_35524407,35524407,2375
Albania-Fixed AMC_35524408,35524408,2375
Albania-Fixed AMC_35524409,35524409,2375
Albania-Fixed AMC_35526160,35526160,2375
Albania-Fixed AMC_35526250,35526250,2375
Albania-Fixed AMC_35526293,35526293,2375
Albania-Fixed AMC_35526323,35526323,2375
Albania-Fixed AMC_35526350,35526350,2375
Albania-Fixed AMC_35526363,35526363,2375
Albania-Fixed AMC_35526373,35526373,2375
Albania-Fixed AMC_35526383,35526383,2375
Albania-Fixed AMC_35526450,35526450,2375
Albania-Fixed AMC_35526490,35526490,2375
Albania-Fixed AMC_35526523,35526523,2375
Albania-Fixed AMC_35526563,35526563,2375
Albania-Fixed AMC_35526650,35526650,2375
Albania-Fixed AMC_35526673,35526673,2375
Albania-Fixed AMC_35526723,35526723,2375
Albania-Fixed AMC_35526770,35526770,2375
Albania-Fixed AMC_35526840,35526840,2375
Albania-Fixed AMC_35526890,35526890,2375
Albania-Fixed AMC_35526950,35526950,2375
Albania-Fixed AMC_35526970,35526970,2375
Albania-Fixed AMC_35526990,35526990,2375
Albania-Fixed AMC_35527023,35527023,2375
Albania-Fixed AMC_35527043,35527043,2375
Albania-Fixed AMC_35527053,35527053,2375
Albania-Fixed AMC_35527070,35527070,2375
Albania-Fixed AMC_35527140,35527140,2375
Albania-Fixed AMC_35527190,35527190,2375
Albania-Fixed AMC_35527223,35527223,2375
Albania-Fixed AMC_35527253,35527253,2375
Albania-Fixed AMC_35527270,35527270,2375
Albania-Fixed AMC_35527323,35527323,2375
Albania-Fixed AMC_35527350,35527350,2375
Albania-Fixed AMC_35527370,35527370,2375
Albania-Fixed AMC_35527390,35527390,2375
Albania-Fixed AMC_35527440,35527440,2375
Albania-Fixed AMC_35527470,35527470,2375
Albania-Fixed AMC_35527490,35527490,2375
Albania-Fixed AMC_35527523,35527523,2375
Albania-Fixed AMC_35527550,35527550,2375
Albania-Fixed AMC_35527570,35527570,2375
Albania-Fixed AMC_35527590,35527590,2375
Albania-Fixed AMC_35527623,35527623,2375
Albania-Fixed AMC_35527660,35527660,2375
Albania-Fixed AMC_35527693,35527693,2375
Albania-Fixed AMC_35527723,35527723,2375
Albania-Fixed AMC_35527760,35527760,2375
Albania-Fixed AMC_35527790,35527790,2375
Albania-Fixed AMC_35527840,35527840,2375
Albania-Fixed AMC_35527860,35527860,2375
Albania-Fixed AMC_35527880,35527880,2375
Albania-Fixed AMC_35527923,35527923,2375
Albania-Fixed AMC_35527950,35527950,2375
Albania-Fixed AMC_35527970,35527970,2375
Albania-Fixed AMC_35527990,35527990,2375
Albania-Fixed AMC_35528123,35528123,2375
Albania-Fixed AMC_35528124,35528124,2375
Albania-Fixed AMC_35528143,35528143,2375
Albania-Fixed AMC_35528144,35528144,2375
Albania-Fixed AMC_35528190,35528190,2375
Albania-Fixed AMC_35528223,35528223,2375
Albania-Fixed AMC_35528250,35528250,2375
Albania-Fixed AMC_35528290,35528290,2375
Albania-Fixed AMC_35528323,35528323,2375
Albania-Fixed AMC_35528350,35528350,2375
Albania-Fixed AMC_35528390,35528390,2375
Albania-Fixed AMC_35528450,35528450,2375
Albania-Fixed AMC_35528523,35528523,2375
Albania-Fixed AMC_35528570,35528570,2375
Albania-Fixed AMC_35528623,35528623,2375
Albania-Fixed AMC_35528643,35528643,2375
Albania-Fixed AMC_35528680,35528680,2375
Albania-Fixed AMC_35528763,35528763,2375
Albania-Fixed AMC_35528790,35528790,2375
Albania-Fixed AMC_35528823,35528823,2375
Albania-Fixed AMC_35528850,35528850,2375
Albania-Fixed AMC_35528870,35528870,2375
Albania-Fixed AMC_35528890,35528890,2375
Albania-Fixed AMC_35528950,35528950,2375
Albania-Fixed AMC_35528970,35528970,2375
Albania-Fixed AMC_35528990,35528990,2375
Albania-Fixed AMC_35529140,35529140,2375
Albania-Fixed AMC_35529190,35529190,2375
Albania-Fixed AMC_35529240,35529240,2375
Albania-Fixed AMC_35529280,35529280,2375
Albania-Fixed AMC_35529340,35529340,2375
Albania-Fixed AMC_35529370,35529370,2375
Albania-Fixed AMC_35529390,35529390,2375
Albania-Fixed AMC_35529423,35529423,2375
Albania-Fixed AMC_35529460,35529460,2375
Albania-Fixed AMC_35529490,35529490,2375
Albania-Fixed AMC_35529523,35529523,2375
Albania-Fixed AMC_35529550,35529550,2375
Albania-Fixed AMC_35529570,35529570,2375
Albania-Fixed AMC_35529590,35529590,2375
Albania-Fixed AMC_35529623,35529623,2375
Albania-Fixed AMC_35529650,35529650,2375
Albania-Fixed AMC_35529680,35529680,2375
Albania-Fixed AMC_35529723,35529723,2375
Albania-Fixed AMC_35529750,35529750,2375
Albania-Fixed AMC_35529763,35529763,2375
Albania-Fixed AMC_35529780,35529780,2375
Albania-Fixed AMC_35531150,35531150,2375
Albania-Fixed AMC_35531151,35531151,2375
Albania-Fixed AMC_35531250,35531250,2375
Albania-Fixed AMC_35531350,35531350,2375
Albania-Fixed AMC_35531351,35531351,2375
Albania-Fixed AMC_3553270,3553270,2375
Albania-Fixed AMC_3553350,3553350,2375
Albania-Fixed AMC_3553351,3553351,2375
Albania-Fixed AMC_3553490,3553490,2375
Albania-Fixed AMC_3553491,3553491,2375
Albania-Fixed AMC_3553560,3553560,2375
Albania-Fixed AMC_35536023,35536023,2375
Albania-Fixed AMC_35536043,35536043,2375
Albania-Fixed AMC_35536063,35536063,2375
Albania-Fixed AMC_35536073,35536073,2375
Albania-Fixed AMC_35536090,35536090,2375
Albania-Fixed AMC_35536150,35536150,2375
Albania-Fixed AMC_35536240,35536240,2375
Albania-Fixed AMC_35536290,35536290,2375
Albania-Fixed AMC_35536340,35536340,2375
Albania-Fixed AMC_35536380,35536380,2375
Albania-Fixed AMC_35536440,35536440,2375
Albania-Fixed AMC_35536480,35536480,2375
Albania-Fixed AMC_35536540,35536540,2375
Albania-Fixed AMC_35536580,35536580,2375
Albania-Fixed AMC_35536640,35536640,2375
Albania-Fixed AMC_35536670,35536670,2375
Albania-Fixed AMC_35536740,35536740,2375
Albania-Fixed AMC_35536770,35536770,2375
Albania-Fixed AMC_35536840,35536840,2375
Albania-Fixed AMC_35536890,35536890,2375
Albania-Fixed AMC_35536923,35536923,2375
Albania-Fixed AMC_35536993,35536993,2375
Albania-Fixed AMC_35537140,35537140,2375
Albania-Fixed AMC_35537141,35537141,2375
Albania-Fixed AMC_35537223,35537223,2375
Albania-Fixed AMC_35537263,35537263,2375
Albania-Fixed AMC_35537283,35537283,2375
Albania-Fixed AMC_35537293,35537293,2375
Albania-Fixed AMC_35537340,35537340,2375
Albania-Fixed AMC_35537370,35537370,2375
Albania-Fixed AMC_35537393,35537393,2375
Albania-Fixed AMC_35537450,35537450,2375
Albania-Fixed AMC_35537490,35537490,2375
Albania-Fixed AMC_35537494,35537494,2375
Albania-Fixed AMC_35537523,35537523,2375
Albania-Fixed AMC_35537563,35537563,2375
Albania-Fixed AMC_35537590,35537590,2375
Albania-Fixed AMC_35537623,35537623,2375
Albania-Fixed AMC_35537680,35537680,2375
Albania-Fixed AMC_35537740,35537740,2375
Albania-Fixed AMC_35537773,35537773,2375
Albania-Fixed AMC_35537790,35537790,2375
Albania-Fixed AMC_35537823,35537823,2375
Albania-Fixed AMC_35537843,35537843,2375
Albania-Fixed AMC_35537853,35537853,2375
Albania-Fixed AMC_35537870,35537870,2375
Albania-Fixed AMC_35537890,35537890,2375
Albania-Fixed AMC_35538150,35538150,2375
Albania-Fixed AMC_35538151,35538151,2375
Albania-Fixed AMC_35538152,35538152,2375
Albania-Fixed AMC_35538240,35538240,2375
Albania-Fixed AMC_35538241,35538241,2375
Albania-Fixed AMC_35538350,35538350,2375
Albania-Fixed AMC_35538423,35538423,2375
Albania-Fixed AMC_35538470,35538470,2375
Albania-Fixed AMC_35538523,35538523,2375
Albania-Fixed AMC_35538593,35538593,2375
Albania-Fixed AMC_35538623,35538623,2375
Albania-Fixed AMC_35538650,35538650,2375
Albania-Fixed AMC_35538680,35538680,2375
Albania-Fixed AMC_35538693,35538693,2375
Albania-Fixed AMC_35538725,35538725,2375
Albania-Fixed AMC_35538790,35538790,2375
Albania-Fixed AMC_35538850,35538850,2375
Albania-Fixed AMC_35538923,35538923,2375
Albania-Fixed AMC_35538940,35538940,2375
Albania-Fixed AMC_35538980,35538980,2375
Albania-Fixed AMC_35539150,35539150,2375
Albania-Fixed AMC_35539151,35539151,2375
Albania-Fixed AMC_35539240,35539240,2375
Albania-Fixed AMC_35539241,35539241,2375
Albania-Fixed AMC_35539360,35539360,2375
Albania-Fixed AMC_35539361,35539361,2375
Albania-Fixed AMC_35539450,35539450,2375
Albania-Fixed AMC_35539560,35539560,2375
Albania-Fixed AMC_35539640,35539640,2375
Albania-Fixed AMC_35539690,35539690,2375
Albania-Fixed AMC_35539740,35539740,2375
Albania-Fixed AMC_35539790,35539790,2375
Albania-Fixed AMC_35539823,35539823,2375
Albania-Fixed AMC_35539850,35539850,2375
Albania-Fixed AMC_35539880,35539880,2375
Albania-Fixed AMC_35546300,35546300,2375
Albania-Fixed AMC_35546310,35546310,2375
Albania-Fixed AMC_35546320,35546320,2375
Albania-Fixed AMC_35546330,35546330,2375
Albania-Fixed AMC_35547210,35547210,2375
Albania-Fixed AMC_35547425,35547425,2375
Albania-Fixed AMC_35547550,35547550,2375
Albania-Fixed AMC_35547700,35547700,2375
Albania-Fixed AMC_35547870,35547870,2375
Albania-Fixed AMC_35547950,35547950,2375
Albania-Fixed AMC_35548270,35548270,2375
Albania-Fixed AMC_35548271,35548271,2375
Albania-Fixed AMC_35548272,35548272,2375
Albania-Fixed AMC_35548570,35548570,2375
Albania-Fixed AMC_35548660,35548660,2375
Albania-Fixed AMC_35548750,35548750,2375
Albania-Fixed AMC_35548855,35548855,2375
Albania-Fixed AMC_35548935,35548935,2375
Albania-Fixed AMC_35548936,35548936,2375
Albania-Fixed AMC_35549250,35549250,2375
Albania-Fixed AMC_35549440,35549440,2375
Albania-Fixed AMC_35549560,35549560,2375
Albania-Fixed AMC_35549730,35549730,2375
Albania-Fixed AMC_35549830,35549830,2375
Albania-Fixed AMC_35549930,35549930,2375
Albania-Fixed AMC_3555114,3555114,2375
Albania-Fixed AMC_35551240,35551240,2375
Albania-Fixed AMC_35551241,35551241,2375
Albania-Fixed AMC_35551360,35551360,2375
Albania-Fixed AMC_35551361,35551361,2375
Albania-Fixed AMC_35551460,35551460,2375
Albania-Fixed AMC_35551461,35551461,2375
Albania-Fixed AMC_3555263,3555263,2375
Albania-Fixed AMC_3555264,3555264,2375
Albania-Fixed AMC_3555370,3555370,2375
Albania-Fixed AMC_3555490,3555490,2375
Albania-Fixed AMC_3555491,3555491,2375
Albania-Fixed AMC_3555540,3555540,2375
Albania-Fixed AMC_35556150,35556150,2375
Albania-Fixed AMC_35556240,35556240,2375
Albania-Fixed AMC_35556293,35556293,2375
Albania-Fixed AMC_35556340,35556340,2375
Albania-Fixed AMC_35556445,35556445,2375
Albania-Fixed AMC_35556465,35556465,2375
Albania-Fixed AMC_35556550,35556550,2375
Albania-Fixed AMC_35556583,35556583,2375
Albania-Fixed AMC_35557043,35557043,2375
Albania-Fixed AMC_35557070,35557070,2375
Albania-Fixed AMC_35557094,35557094,2375
Albania-Fixed AMC_35557180,35557180,2375
Albania-Fixed AMC_35557260,35557260,2375
Albania-Fixed AMC_35557390,35557390,2375
Albania-Fixed AMC_35557463,35557463,2375
Albania-Fixed AMC_35557464,35557464,2375
Albania-Fixed AMC_35557543,35557543,2375
Albania-Fixed AMC_35557544,35557544,2375
Albania-Fixed AMC_35557584,35557584,2375
Albania-Fixed AMC_35557643,35557643,2375
Albania-Fixed AMC_35557644,35557644,2375
Albania-Fixed AMC_35557683,35557683,2375
Albania-Fixed AMC_35557770,35557770,2375
Albania-Fixed AMC_35557771,35557771,2375
Albania-Fixed AMC_35557843,35557843,2375
Albania-Fixed AMC_35557865,35557865,2375
Albania-Fixed AMC_35557943,35557943,2375
Albania-Fixed AMC_35557963,35557963,2375
Albania-Fixed AMC_35557993,35557993,2375
Albania-Fixed AMC_35558023,35558023,2375
Albania-Fixed AMC_35558073,35558073,2375
Albania-Fixed AMC_35558150,35558150,2375
Albania-Fixed AMC_35558151,35558151,2375
Albania-Fixed AMC_35558250,35558250,2375
Albania-Fixed AMC_35558323,35558323,2375
Albania-Fixed AMC_35558373,35558373,2375
Albania-Fixed AMC_35558424,35558424,2375
Albania-Fixed AMC_35558460,35558460,2375
Albania-Fixed AMC_35558484,35558484,2375
Albania-Fixed AMC_35558494,35558494,2375
Albania-Fixed AMC_35558540,35558540,2375
Albania-Fixed AMC_35558564,35558564,2375
Albania-Fixed AMC_35558580,35558580,2375
Albania-Fixed AMC_35558594,35558594,2375
Albania-Fixed AMC_35558624,35558624,2375
Albania-Fixed AMC_35558670,35558670,2375
Albania-Fixed AMC_35558693,35558693,2375
Albania-Fixed AMC_35558724,35558724,2375
Albania-Fixed AMC_35558764,35558764,2375
Albania-Fixed AMC_35558790,35558790,2375
Albania-Fixed AMC_35558824,35558824,2375
Albania-Fixed AMC_35558842,35558842,2375
Albania-Fixed AMC_35558852,35558852,2375
Albania-Fixed AMC_35558882,35558882,2375
Albania-Fixed AMC_35558924,35558924,2375
Albania-Fixed AMC_35558953,35558953,2375
Albania-Fixed AMC_35558983,35558983,2375
Albania-Fixed AMC_35559150,35559150,2375
Albania-Fixed AMC_35559240,35559240,2375
Albania-Fixed AMC_35559324,35559324,2375
Albania-Fixed AMC_35559360,35559360,2375
Albania-Fixed AMC_35559394,35559394,2375
Albania-Fixed AMC_35559424,35559424,2375
Albania-Fixed AMC_35559462,35559462,2375
Albania-Fixed AMC_35559492,35559492,2375
Albania-Fixed AMC_35559540,35559540,2375
Albania-Fixed AMC_35559572,35559572,2375
Albania-Fixed AMC_35559622,35559622,2375
Albania-Fixed AMC_35559664,35559664,2375
Albania-Fixed AMC_35559674,35559674,2375
Albania-Fixed AMC_35559684,35559684,2375
Albania-Fixed AMC_35559694,35559694,2375
Albania-Fixed AMC_35559722,35559722,2375
Albania-Fixed AMC_35559754,35559754,2375
Albania-Fixed AMC_35559770,35559770,2375
Albania-Fixed AMC_35559794,35559794,2375
Albania-Fixed AMC_35572780,35572780,2375
Albania-Fixed AMC_35581140,35581140,2375
Albania-Fixed AMC_35581141,35581141,2375
Albania-Fixed AMC_35581240,35581240,2375
Albania-Fixed AMC_35581241,35581241,2375
Albania-Fixed AMC_35581340,35581340,2375
Albania-Fixed AMC_35581341,35581341,2375
Albania-Fixed AMC_35581450,35581450,2375
Albania-Fixed AMC_35581451,35581451,2375
Albania-Fixed AMC_35581540,35581540,2375
Albania-Fixed AMC_3558290,3558290,2375
Albania-Fixed AMC_3558291,3558291,2375
Albania-Fixed AMC_3558340,3558340,2375
Albania-Fixed AMC_3558460,3558460,2375
Albania-Fixed AMC_3558550,3558550,2375
Albania-Fixed AMC_35586022,35586022,2375
Albania-Fixed AMC_35586070,35586070,2375
Albania-Fixed AMC_35586082,35586082,2375
Albania-Fixed AMC_35586150,35586150,2375
Albania-Fixed AMC_35586260,35586260,2375
Albania-Fixed AMC_35586344,35586344,2375
Albania-Fixed AMC_35586372,35586372,2375
Albania-Fixed AMC_35586424,35586424,2375
Albania-Fixed AMC_35586462,35586462,2375
Albania-Fixed AMC_35586472,35586472,2375
Albania-Fixed AMC_35586494,35586494,2375
Albania-Fixed AMC_35586524,35586524,2375
Albania-Fixed AMC_35586572,35586572,2375
Albania-Fixed AMC_35586582,35586582,2375
Albania-Fixed AMC_35586622,35586622,2375
Albania-Fixed AMC_35586672,35586672,2375
Albania-Fixed AMC_35586750,35586750,2375
Albania-Fixed AMC_35586796,35586796,2375
Albania-Fixed AMC_35586850,35586850,2375
Albania-Fixed AMC_35586892,35586892,2375
Albania-Fixed AMC_35586922,35586922,2375
Albania-Fixed AMC_35586972,35586972,2375
Albania-Fixed AMC_35587150,35587150,2375
Albania-Fixed AMC_35587151,35587151,2375
Albania-Fixed AMC_35587174,35587174,2375
Albania-Fixed AMC_35587184,35587184,2375
Albania-Fixed AMC_35587194,35587194,2375
Albania-Fixed AMC_35587224,35587224,2375
Albania-Fixed AMC_35587270,35587270,2375
Albania-Fixed AMC_35587294,35587294,2375
Albania-Fixed AMC_35587322,35587322,2375
Albania-Fixed AMC_35587392,35587392,2375
Albania-Fixed AMC_35587442,35587442,2375
Albania-Fixed AMC_35587482,35587482,2375
Albania-Fixed AMC_35587540,35587540,2375
Albania-Fixed AMC_35587622,35587622,2375
Albania-Fixed AMC_35587652,35587652,2375
Albania-Fixed AMC_35587672,35587672,2375
Albania-Fixed AMC_35587692,35587692,2375
Albania-Fixed AMC_35587722,35587722,2375
Albania-Fixed AMC_35587760,35587760,2375
Albania-Fixed AMC_35587790,35587790,2375
Albania-Fixed AMC_35588140,35588140,2375
Albania-Fixed AMC_35588194,35588194,2375
Albania-Fixed AMC_35588222,35588222,2375
Albania-Fixed AMC_35588262,35588262,2375
Albania-Fixed AMC_35588274,35588274,2375
Albania-Fixed AMC_35588294,35588294,2375
Albania-Fixed AMC_35588324,35588324,2375
Albania-Fixed AMC_35588364,35588364,2375
Albania-Fixed AMC_35588372,35588372,2375
Albania-Fixed AMC_35588392,35588392,2375
Albania-Fixed AMC_35588440,35588440,2375
Albania-Fixed AMC_35588480,35588480,2375
Albania-Fixed AMC_35588540,35588540,2375
Albania-Fixed AMC_35588590,35588590,2375
Albania-Fixed AMC_35588640,35588640,2375
Albania-Fixed AMC_35588682,35588682,2375
Albania-Fixed AMC_35588692,35588692,2375
Albania-Fixed AMC_35588722,35588722,2375
Albania-Fixed AMC_35588750,35588750,2375
Albania-Fixed AMC_35588770,35588770,2375
Albania-Fixed AMC_35588790,35588790,2375
Albania-Fixed AMC_35589140,35589140,2375
Albania-Fixed AMC_35589164,35589164,2375
Albania-Fixed AMC_35589192,35589192,2375
Albania-Fixed AMC_35589224,35589224,2375
Albania-Fixed AMC_35589280,35589280,2375
Albania-Fixed AMC_35589324,35589324,2375
Albania-Fixed AMC_35589422,35589422,2375
Albania-Fixed AMC_35589480,35589480,2375
Albania-Fixed AMC_35589524,35589524,2375
Albania-Fixed AMC_35589562,35589562,2375
Albania-Fixed AMC_35589590,35589590,2375
Albania-Fixed Tirana_355422,355422,1186
Albania-Fixed Tirana_355423,355423,1186
Albania-Fixed Tirana_3554240,3554240,1186
Albania-Fixed Tirana_3554241,3554241,1186
Albania-Fixed Tirana_3554242,3554242,1186
Albania-Fixed Tirana_3554243,3554243,1186
Albania-Fixed Tirana_3554244,3554244,1186
Albania-Fixed Tirana_3554245,3554245,1186
Albania-Fixed Tirana_3554246,3554246,1186
Albania-Fixed Tirana_3554247,3554247,1186
Albania-Fixed Tirana_3554248,3554248,1186
Albania-Interactive TV Services_35534606,35534606,1187
Albania-Interactive TV Services_35534607,35534607,1187
Albania-Interactive TV Services_35534608,35534608,1187
Albania-Interactive TV Services_35534609,35534609,1187
Albania-Interactive TV Services_35535504,35535504,1187
Albania-Interactive TV Services_35535505,35535505,1187
Albania-Interactive TV Services_35545750,35545750,1187
Albania-Interactive TV Services_35545751,35545751,1187
Albania-Interactive TV Services_35551181,35551181,1187
Albania-Interactive TV Services_35552450,35552450,1187
Albania-Interactive TV Services_35555903,35555903,1187
Albania-Interactive TV Services_35555904,35555904,1187
Albania-Mobile AMC_35568,35568,1188
Albania-Mobile Others_3556,3556,1189
Albania-Mobile Others_35567,35567,1189
Albania-Mobile Plus_35566,35566,1190
Albania-Mobile Vodafone_35569,35569,1191
Albania-OLO_3554249,3554249,1192
Albania-OLO_3554250,3554250,1192
Albania-OLO_3554251,3554251,1192
Albania-OLO_3554252,3554252,1192
Algeria_213,213,1193
Algeria-Fixed Algiers_21320,21320,1194
Algeria-Fixed Algiers_21321,21321,1194
Algeria-Fixed Algiers_21322,21322,1194
Algeria-Mobile Mobilis_213659,213659,1195
Algeria-Mobile Mobilis_21366,21366,1195
Algeria-Mobile Mobilis_213670,213670,1195
Algeria-Mobile Mobilis_21369,21369,1195
Algeria-Mobile Orascom_2137,2137,1196
Algeria-Mobile Others_2131,2131,1197
Algeria-Mobile Others_2136,2136,1197
Algeria-Mobile Others_2139,2139,1197
Algeria-Mobile Wataniya_2135,2135,1198
American Samoa_1684,1684,1199
American Samoa-Mobile_16842,16842,1200
American Samoa-Mobile_168473,168473,1200
Andorra_376,376,1201
Andorra-Mobile_3763,3763,1202
Andorra-Mobile_3764,3764,1202
Andorra-Mobile_3765,3765,1202
Andorra-Mobile_3766,3766,1202
Angola_244,244,1203
Angola-Mobile Movicel_24491,24491,1204
Angola-Mobile Others_2449,2449,1205
Angola-Mobile Unitel_24492,24492,1206
Angola-Mobile Unitel_24493,24493,1206
Angola-Mobile Unitel_24494,24494,1206
Anguilla_1264,1264,1207
Anguilla-Mobile C&W_1264235,1264235,1208
Anguilla-Mobile C&W_1264469,1264469,1208
Anguilla-Mobile C&W_1264476,1264476,1208
Anguilla-Mobile C&W_1264729,1264729,1208
Anguilla-Mobile C&W_1264772,1264772,1208
Anguilla-Mobile Digicel_1264581,1264581,1209
Anguilla-Mobile Digicel_1264582,1264582,1209
Anguilla-Mobile Digicel_1264583,1264583,1209
Anguilla-Mobile Digicel_1264584,1264584,1209
Anguilla-Mobile Others_12644,12644,1210
Anguilla-Mobile Others_12645,12645,1210
Anguilla-Mobile Others_12647,12647,1210
Antarctica & Islands_672,672,1211
Antigua & Barbuda_1268,1268,1212
Antigua & Barbuda-Mobile_1268464,1268464,1213
Antigua & Barbuda-Mobile_1268716,1268716,1213
Antigua & Barbuda-Mobile_1268717,1268717,1213
Antigua & Barbuda-Mobile_1268718,1268718,1213
Antigua & Barbuda-Mobile_1268719,1268719,1213
Antigua & Barbuda-Mobile_126872,126872,1213
Antigua & Barbuda-Mobile_1268732,1268732,1213
Antigua & Barbuda-Mobile_1268734,1268734,1213
Antigua & Barbuda-Mobile_1268736,1268736,1213
Antigua & Barbuda-Mobile_1268764,1268764,1213
Antigua & Barbuda-Mobile_126877,126877,1213
Antigua & Barbuda-Mobile_126878,126878,1213
Antigua & Barbuda-Special Services_1268404,1268404,1214
Antigua & Barbuda-Special Services_1268739,1268739,1214
Antigua & Barbuda-Special Services_1268938,1268938,1214
Argentina_54,54,1215
Argentina-Fixed Buenos Aires_5411,5411,1216
Argentina-Fixed Cities_54221,54221,1217
Argentina-Fixed Cities_54223,54223,1217
Argentina-Fixed Cities_54261,54261,1217
Argentina-Fixed Cities_54341,54341,1217
Argentina-Fixed Cities_54351,54351,1217
Argentina-Mobile_549,549,1218
Armenia_374,374,1219
Armenia-Fixed Karabakh_3744,3744,1220
Armenia-Fixed Yerevan_37410,37410,1221
Armenia-Mobile Armentel_37491,37491,1222
Armenia-Mobile Armentel_37496,37496,1222
Armenia-Mobile Armentel_37499,37499,1222
Armenia-Mobile K Telecom_37477,37477,1223
Armenia-Mobile K Telecom_37493,37493,1223
Armenia-Mobile K Telecom_37494,37494,1223
Armenia-Mobile K Telecom_37498,37498,1223
Armenia-Mobile Karabakh_37497,37497,1224
Armenia-Mobile Orange_37455,37455,1225
Armenia-Mobile Orange_37495,37495,1225
Armenia-Mobile Others_3745,3745,1226
Armenia-Mobile Others_3749,3749,1226
Armenia-Special Services_37460,37460,2376
Aruba_297,297,1227
Aruba-Mobile Digicel_297630,297630,1228
Aruba-Mobile Digicel_297640,297640,1228
Aruba-Mobile Digicel_297641,297641,1228
Aruba-Mobile Digicel_29773,29773,1228
Aruba-Mobile Digicel_29774,29774,1228
Aruba-Mobile Others_29756,29756,1229
Aruba-Mobile Others_29759,29759,1229
Aruba-Mobile Others_297600,297600,1229
Aruba-Mobile Others_297622,297622,1229
Aruba-Mobile Others_29766,29766,1229
Aruba-Mobile Others_29769,29769,1229
Aruba-Mobile Others_2979,2979,1229
Ascension Island_247,247,1230
Australia_61,61,1231
Australia-Fixed Cities_61261,61261,1232
Australia-Fixed Cities_61262,61262,1232
Australia-Fixed Cities_6173,6173,1232
Australia-Fixed Cities_61860,61860,1232
Australia-Fixed Cities_61861,61861,1232
Australia-Fixed Cities_61862,61862,1232
Australia-Fixed Cities_61863,61863,1232
Australia-Fixed Cities_61864,61864,1232
Australia-Fixed Cities_61865,61865,1232
Australia-Fixed Cities_61870,61870,1232
Australia-Fixed Cities_61871,61871,1232
Australia-Fixed Cities_61872,61872,1232
Australia-Fixed Cities_61873,61873,1232
Australia-Fixed Cities_61874,61874,1232
Australia-Fixed Cities_61881,61881,1232
Australia-Fixed Cities_61882,61882,1232
Australia-Fixed Cities_61883,61883,1232
Australia-Fixed Cities_61884,61884,1232
Australia-Fixed Cities_61892,61892,1232
Australia-Fixed Cities_61893,61893,1232
Australia-Fixed Cities_61894,61894,1232
Australia-Fixed Melbourne_61380,61380,1233
Australia-Fixed Melbourne_61381,61381,1233
Australia-Fixed Melbourne_61382,61382,1233
Australia-Fixed Melbourne_61383,61383,1233
Australia-Fixed Melbourne_61384,61384,1233
Australia-Fixed Melbourne_61385,61385,1233
Australia-Fixed Melbourne_61386,61386,1233
Australia-Fixed Melbourne_61387,61387,1233
Australia-Fixed Melbourne_61388,61388,1233
Australia-Fixed Melbourne_6139,6139,1233
Australia-Fixed Sidney_6128,6128,1234
Australia-Fixed Sidney_6129,6129,1234
Australia-Mobile H3G_61425,61425,1235
Australia-Mobile H3G_61430,61430,1235
Australia-Mobile H3G_61433,61433,1235
Australia-Mobile Optus_61401,61401,1236
Australia-Mobile Optus_61402,61402,1236
Australia-Mobile Optus_61403,61403,1236
Australia-Mobile Optus_61411,61411,1236
Australia-Mobile Optus_61412,61412,1236
Australia-Mobile Optus_61413,61413,1236
Australia-Mobile Optus_61421,61421,1236
Australia-Mobile Optus_61422,61422,1236
Australia-Mobile Optus_61423,61423,1236
Australia-Mobile Optus_61431,61431,1236
Australia-Mobile Optus_61432,61432,1236
Australia-Mobile Optus_61434,61434,1236
Australia-Mobile Optus_61435,61435,1236
Australia-Mobile Optus_61466,61466,1236
Australia-Mobile Optus_614683,614683,1236
Australia-Mobile Optus_614684,614684,1236
Australia-Mobile Optus_614685,614685,1236
Australia-Mobile Optus_614686,614686,1236
Australia-Mobile Optus_614687,614687,1236
Australia-Mobile Optus_614688,614688,1236
Australia-Mobile Optus_614689,614689,1236
Australia-Mobile Optus_61478,61478,1236
Australia-Mobile Optus_614790,614790,1236
Australia-Mobile Optus_614791,614791,1236
